cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	smiles	Substrate	strlen	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	MolecularWeight	HBondAcceptorCount	HBondDonorCount	RotatableBondCount	Complexity	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	TPSA	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount	VanDerWaalsVolume	Charge	SASA	AtomStereoCount	BondStereoCount	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
1650	-0.8031874476635618	0.31088958406190165	-1.3247294531645848	0.42534874262266475	-2.3350727833697555	-0.13463769977696227	0.2458882677222081	0.5753504940921208	-0.2021157687092059	0.5307779987506182	-0.08522911366974806	0.21748148342243465	354.34661865234375	CCC=CCC1C(CCC1=O)CC(=O)O	(-)-Jasmonic acid	24	84	3	-0.48122252755855266	0.30314706566597655	0.30314706566597655	0.48122252755855266	210.27300000000014	3	1	6	886.5913436054161	-1.12	115.55159731391011	1	0	0	0	3	1	0	54.370000000000005	1	1	0	0	0	0	1	0	1	0.6666666666666666	0.9154743860991195	0.2292395715595131	0.0012141146663075671	0.40237625227694573	0.7941940305680829	0.30751734894143945	2.9139566357514095	2.4127	57.521800000000034	15	312.883	0	300.5728168336749	2	1	2	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	338.652	25.769	0.924
1651	-0.6944080374558417	0.4017825887067143	-0.003209994732183693	0.06088236761513261	-2.3957898019956883	-0.10992693262658886	0.07810841449962201	0.7686500213172645	-0.35883382159370997	0.8300262646261393	-0.46735630689467217	0.22570848013240952	357.81878662109375	CCC=CCC=CCC=CCCCCCC(=O)O	7,10,13-Hexadecatrienoic acid	24	102	2	-0.48123038978115124	0.302839558072693	0.302839558072693	0.48123038978115124	250.3820000000002	2	1	12	1214.7564876594417	-1.31	147.71623276195598	0	0	0	0	2	1	0	37.3	0	0	0	0	0	0	0	0	0	0.5625	0.9973786951573819	0.8002663990217884	0.0020804538368699105	0.07235840273360385	0.9849638256014034	0.12549226832381238	5.184671228440211	4.880300000000004	77.66580000000005	18	321.794	0	410.76808400524067	0	3	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	348.077	26.283	0.924
1652	-0.7638383657228885	0.4167075943055482	-0.0330405889900909	0.040607581560098464	-2.4687599070343142	-0.05988105663003682	0.02181682732919651	0.803431697432595	-0.3126076065999412	0.8047263596297117	-0.44487899309805723	0.26753265859810865	362.25396728515625	CCCC(=O)CC(=O)NC1CCOC1=O	N-(3-Oxohexanoyl)-L-homoserine lactone	24	84	5	-0.4640622289856935	0.3282691237243535	0.3282691237243535	0.4640622289856935	213.23300000000012	4	1	6	773.8743029809274	-1.39	109.29848675187151	1	1	0	1	5	1	0	72.47	1	0	1	0	0	0	0	1	1	0.7	0.9871620223873395	0.6008051692571375	0.002755777278944232	0.15972207598243124	0.9664488870914797	0.17735877987451573	3.3085812134487393	0.17739999999999984	52.03870000000003	15	322.505	0	290.989554334258	1	0	3	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	3	0	0	0	0	349.667	27.161	0.922
1653	-0.7582877486270844	0.4084248428187767	-0.026889836037884852	0.04149842173707515	-2.426549601335216	-0.05993710000358402	0.03630077808376825	0.8067147885133951	-0.29592428246768865	0.790656893666913	-0.43969728156515614	0.23767383591445387	362.7206726074219	CCCCCCCC1=CC(=CC(=C1)O)O	5-Heptylresorcinol	24	84	2	-0.5078127121026943	0.2930957796334514	0.2930957796334514	0.5078127121026943	208.30100000000016	2	2	9	931.7412289513994	-1.18	119.84721594427592	1	0	0	0	2	2	0	40.46	0	0	0	1	1	0	0	0	0	0.5384615384615384	0.9885434867670151	0.6143751529207735	0.0022150267957329745	0.15093632687498434	0.9030070942819487	0.15606931141799243	3.6491588029777104	3.610700000000004	62.23460000000005	15	322.493	0	319.189296535961	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350.274	27.780	0.921
1654	-0.7454184457378785	0.43477992225887885	-0.0026752330932823623	-0.009445969982217426	-2.4039605101857635	-0.033183515098290504	0.03281151522990323	0.8111044238535207	-0.2855886737489083	0.7835960422289493	-0.44123497009680673	0.24731572004472802	360.3760986328125	CCCCCCCCC=CCCCCCCCC(=O)O	Oleate	24	118	2	-0.4812303897852169	0.30283955653219446	0.30283955653219446	0.4812303897852169	282.4679999999995	2	1	16	1442.2774639513368	-0.79	173.0650870564602	0	0	0	0	2	1	0	37.3	0	0	0	0	0	0	0	0	0	0.8333333333333334	0.9947291296727746	0.7257825831679938	0.0012764903183245615	0.10253759593653651	0.9696346637183488	0.14262269097164898	5.212751726341164	6.1085000000000065	87.08780000000007	20	322.039	0	480.518646603913	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	348.133	26.094	0.925
1655	-0.23478372412432444	0.965047858431299	-1.6020477474005828	0.3506052489965714	-0.322613679120411	0.37450116016629537	-0.32489145044488704	0.14101053909102199	-0.3720619198700505	-0.6579336964760826	-0.23332817022791333	0.5785726272115118	267.639404296875	CCCCCCCCCCCCCCCC(=O)NCCO	Palmitoylethanolamide	24	126	3	-0.3945442079582396	0.2195741026096101	0.2195741026096101	0.3945442079582396	299.4989999999993	2	2	18	1517.2922006997424	-0.5700000000000001	183.57752040499426	0	1	0	0	3	2	0	49.33	0	0	0	0	0	0	0	0	0	0.9444444444444444	0.9970699617297945	0.7885323200254222	0.0014860142885191826	0.07649504177491645	0.9612313350332822	0.10432922524518147	5.363472665095387	4.576200000000004	90.40750000000007	21	224.184	0	483.8425834353208	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	236.908	12.723	0.946
1656	0.8158822649369029	-0.8903748945868788	-0.9565017156946135	0.20820734547641453	0.14059921664927294	-1.5293760630917712	0.3012178458817773	-0.5412327333286188	0.9834047768584063	-0.9401495143105928	0.527116916979904	0.25491052501131956	349.9643249511719	CCOC(=O)C(CC1=CC=CC=C1)N	L-Phenylalanine ethyl ester	24	76	3	-0.4648188395475257	0.322741403855525	0.322741403855525	0.4648188395475257	193.24600000000012	3	1	6	790.4562840596095	-1.35	105.0617424850372	1	0	0	0	3	2	0	52.32	0	0	0	1	1	0	0	0	0	0.36363636363636365	0.991659819637584	0.6642291769148172	0.003988924773424524	0.12888290079120024	0.9483566306416915	0.17907689988713354	3.1487146396166192	1.1195	54.75440000000003	14	282.662	0	286.1849505311505	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	302.185	19.524	0.935
1657	-0.6973708646063512	-2.0010052873282453	-0.9467540916324649	-1.3828164270191678	0.7373360057140869	0.21097022448132383	-0.6914817794996875	-0.26869990743640954	-0.7877225248632875	-0.24924655498856282	-0.7117119645485718	0.06041397568258821	348.9512939453125	CN(C)C(=NCCCC(C(=O)O)N)N	NG,NG-Dimethyl-L-arginine	24	82	6	-0.48008644073946455	0.31996852377675633	0.31996852377675633	0.48008644073946455	202.25800000000015	4	3	8	700.7486714384069	-1.3	109.1929050210357	0	0	0	0	6	5	0	104.94	0	0	0	0	0	0	0	0	0	0.75	0.9840565747453133	0.5611934549928037	0.002579977451349935	0.17785572158500162	0.9309002299893088	0.2882860976797504	3.2520334330698635	-0.9451999999999972	55.02160000000002	14	278.262	0	310.2514387424473	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	304.130	25.867	0.915
1658	-0.7744643907903385	0.5055951478253823	-0.5172591351211265	0.3398145726645918	-2.537272380361283	-0.6973502869655176	-0.8275613757223312	-0.04129114347001053	-1.0591978111471179	0.28934905464908267	0.5575609887658848	0.6865638280912302	362.64202880859375	CN(C)C1=CC=C(C=C1)C=CC=O	p-(dimethylamino)cinnamaldehyde	24	68	2	-0.37766090988919415	0.14235723144254098	0.14235723144254098	0.37766090988919415	175.23100000000008	2	0	5	732.7607874550333	-1.57	96.7524829317244	1	0	0	0	2	0	0	20.310000000000002	0	0	0	1	1	0	0	0	0	0.18181818181818182	0.9958168248142459	0.7508519790908891	0.005453447806793864	0.0913720494290977	0.9121793499237363	0.03019165385175532	3.235024926450174	1.9647	55.867000000000026	13	323.132	0	242.9569194474014	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	349.057	25.925	0.926
1659	-0.7725061766712588	0.505975623106485	-0.5146743547486751	0.3423749001311642	-2.5466366592375604	-0.6985290857303316	-0.8346540051640479	-0.04457824440786337	-1.0670642007192706	0.29471556679340655	0.5600578303324769	0.701897028956029	358.7192077636719	CNCC(C1=CC(=C(C=C1)O)O)O	L-Adrenaline	24	72	4	-0.5042598752600684	0.29329379522587806	0.29329379522587806	0.5042598752600684	183.20700000000008	4	4	7	680.0492649408429	-1.26	95.04147681168446	1	0	0	0	4	4	0	72.72	0	0	0	1	1	0	0	0	0	0.3333333333333333	0.9810290661911986	0.5277387613613775	0.00302528801589478	0.1938607007312854	0.8647063594312286	0.15822280626684962	2.8780779620524983	0.35059999999999986	48.65810000000003	13	322.250	0	243.0388154456553	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	347.644	25.395	0.927
1660	-0.7309801300471662	1.0500597600635382	-1.9018968200209496	0.2969478740885969	-1.5434828885373275	-0.03122849683186953	-0.6757966097460196	0.06971841025210349	-0.8413926291444106	-0.15953894785107833	-0.32370100707404537	0.8570376754540802	307.6932373046875	COC(=O)C=CC1=CC=C(C=C1)O	Methyl p-coumarate	24	68	3	-0.5079662507795569	0.32998507555874695	0.32998507555874695	0.5079662507795569	178.18700000000007	3	1	4	649.4399636473864	-1.7699999999999998	90.40724488645112	1	0	0	0	3	1	0	46.53	0	0	0	1	1	0	0	0	0	0.1	0.9966196708494244	0.7737436076487132	0.005673753774053813	0.08215370762165847	0.9201924943380594	0.021782224855695587	3.3304820343344494	1.5783999999999998	49.156800000000025	13	262.855	0	231.40651604574617	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	283.065	20.210	0.929
1661	-1.026147922968199	0.3952559775436781	-0.9469273858765175	1.2825677344362552	-1.0108562692825003	0.14218521274298127	0.05301712710118389	0.7102801139267229	-0.2171584733208358	-0.01523024811403397	-0.39686731622601806	-1.085722546964026	351.9004821777344	COC1=C(C=C(C=C1)C(=O)O)O	Isovanillic acid	24	64	4	-0.5042372514002316	0.33532252763626164	0.33532252763626164	0.5042372514002316	168.14800000000005	4	2	4	540.5040143249327	-1.71	80.4379266998298	1	0	0	0	4	2	0	66.76	0	0	0	1	1	0	0	0	0	0.125	0.9777968648636034	0.5026090879215932	0.003228614813507012	0.20955498338838854	0.7940816731379348	0.034674240424785445	2.6443814728658195	1.099	41.61810000000001	12	298.141	0	201.13849084253002	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	317.581	19.440	0.939
1662	-0.43547030394058145	1.2448703817019462	-1.6148181008858227	-0.06590117431999445	-1.4478315458431454	0.14202746705248329	-0.5662450301890406	-0.254612163893037	-0.8383886027235922	-0.5269056530938577	-0.27002288654899065	1.024804568800064	350.203369140625	COC1=C(C=CC(=C1)C=CC=O)O	Coniferaldehyde	24	68	3	-0.5042543435663316	0.2932937444910775	0.2932937444910775	0.5042543435663316	178.18700000000007	3	1	5	678.6899636473862	-1.77	90.40724488645114	1	0	0	0	3	1	0	46.53	0	0	0	1	1	0	0	0	0	0.1	0.9838304983972339	0.5587064456524247	0.00283482927574629	0.1791020670552136	0.8232384291672997	0.0236967672126871	3.0183182077339716	1.6129	49.75680000000002	13	294.804	0	223.91904614653183	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	319.093	24.289	0.924
1663	-0.39152869435010357	-0.47794911733949824	0.18447960561874052	0.4761662533786675	-1.4768906134702426	0.7910671408154543	1.2339263309517419	-0.5642209368580122	0.8493756838341554	-0.8198265005554868	-0.7794096967712165	1.0335857690344092	436.01092529296875	COC1=CC2=C(C=C1)NC=C2C=O	5-Methoxyindole-3-carboxaldehyde	24	66	3	-0.4967427504043248	0.165951786590426	0.165951786590426	0.4967427504043248	175.18700000000007	2	1	3	792.5069379801446	-1.7699999999999998	88.02997076433897	2	0	0	1	3	1	0	42.09	0	0	0	2	1	1	0	0	0	0.1	0.9753221103061444	0.4835156433763623	0.0026810354422869553	0.2207867322734068	0.7817507951714915	0.02313458211375029	2.7473930698740845	1.9889999999999999	50.23820000000001	13	348.160	0	218.67136922261165	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	378.828	30.668	0.919
1664	-0.2897100510385221	-0.06569825015676935	-0.9846959533755829	0.974172646029611	0.27402053573262114	1.7192256015994805	1.7085716882131299	-1.4508999302212817	0.3944662344816719	-0.8097092387526986	-0.4435058116732174	1.011493708704204	355.5599365234375	C(=O)(C(=O)[O-])C(=O)[O-]	Oxomalonate	25	44	5	-0.5413617473527229	0.22334202418230245	0.22334202418230245	0.5413617473527229	116.02799999999999	5	0	2	129.75277207532295	-1.3900000000000001	43.54216906114608	0	0	0	0	5	0	0	97.33000000000001	0	0	0	0	0	0	0	0	0	0.0	0.9481797151685653	0.34966211097713085	0.005127725904966554	0.3177345240021273	0.6822654768070173	1.185430167316834e-09	1.8997685357508158	-3.9447	15.020999999999999	8	288.429	-2	105.86739310096756	0	0	3	3	0	0	0	0	0	2	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	306.592	18.163	0.941
1665	0.2492501244108057	-0.8948814001724456	1.59108211115148	1.6341117967980514	-0.034402575642025084	0.35249929134381736	1.7592108421373769	-1.432960220275192	-1.0571492645163225	-0.08599782363099949	-0.25260292300023823	0.29551808566970356	547.0678100585938	C(C(C(=O)O)NC(=O)N)C(=O)O	N-Carbamoyl-L-aspartate	25	68	7	-0.4811614603195367	0.3263682988514871	0.3263682988514871	0.4811614603195367	176.12800000000007	5	4	4	418.0617719705861	-1.79	78.74908058487205	0	2	0	0	7	5	0	129.72	0	0	0	0	0	0	0	0	0	0.4	0.9430801217701901	0.3089056268863942	0.002219802080176615	0.33256560844730104	0.8164321997539687	0.22060082427207592	2.597485035785974	-1.4173999999999998	36.39569999999999	12	431.318	0	217.58488737339655	1	0	3	1	0	0	0	0	0	2	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	473.993	42.675	0.910
1666	-0.5991534958729597	-0.3835634577051838	-0.7031737007595728	1.26836087175257	0.5899978682857837	2.0559513394908375	1.7089051967529727	-1.5421276750314525	1.0463296029660565	1.528137088718881	0.7354253415726261	1.228890922424406	361.385498046875	C(C(C(=O)[O-])O)C(=O)[O-]	L-Malate	25	52	5	-0.5500540061453582	0.21101523748957865	0.21101523748957865	0.5500540061453582	132.07100000000003	5	1	4	240.68888535013366	-1.1	56.24637508649343	0	0	0	0	5	1	0	100.49000000000001	0	0	0	0	0	0	0	0	0	0.5	0.912628787794202	0.2235118180049394	0.0038876262080088974	0.40878930476381764	0.7817849560117995	0.43256772013855366	2.019816430879186	-3.7628	20.637799999999995	9	286.056	-2	150.8344536637826	1	0	2	2	1	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	307.462	21.407	0.930
1667	-0.3663600485845538	0.4464262247099158	-1.174810705052574	0.7372921252319666	0.6406065955474664	0.24901995868940763	-0.37858636522199046	-0.9894956685307211	0.2249018269517559	-0.1546547513878187	-0.017123676715869538	-0.7360779695592748	372.8426513671875	C(C(C(C(C(=O)[O-])O)O)O)O	D-Arabinonate	25	66	6	-0.5472091713643283	0.21113701958539516	0.21113701958539516	0.5472091713643283	165.12100000000007	6	4	8	368.73729461102585	-0.6900000000000002	75.32312588045909	0	0	0	0	6	4	0	121.05000000000001	0	0	0	0	0	0	0	0	0	0.8	0.9398832358652852	0.29753022124532574	0.002910641934986112	0.34149597792565667	0.8458763491793054	0.46087424016027695	2.3741680561667367	-4.188699999999999	30.113199999999985	11	301.333	-1	195.69076419241966	3	0	1	1	4	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	319.313	17.980	0.944
1668	-0.40009536902603327	1.19871422458408	-1.4433987648139786	0.29371785542486173	0.8048212450399197	0.6775354387584439	-0.013350420757355477	-0.11692267286697278	-0.8699901150020307	-0.9705292739664009	-0.3602200466736286	0.49329349842620523	273.4302978515625	C(C(C(C(C(=O)[O-])O)O)O)O	D-Arabinonate	25	66	6	-0.5472091713643283	0.21113701958539516	0.21113701958539516	0.5472091713643283	165.12100000000007	6	4	8	368.73729461102585	-0.6900000000000002	75.32312588045909	0	0	0	0	6	4	0	121.05000000000001	0	0	0	0	0	0	0	0	0	0.8	0.9398832358652852	0.29753022124532574	0.002910641934986112	0.34149597792565667	0.8458763491793054	0.46087424016027695	2.3741680561667367	-4.188699999999999	30.113199999999985	11	231.576	-1	195.69076419241966	3	0	1	1	4	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	239.787	8.211	0.966
1669	0.09985291614604808	0.3482822632334985	1.3441160907640655	1.0900381477765901	0.736491494356826	-1.1920757504366835	0.3053602195881374	-0.3360035884827723	-1.775127666611554	0.3773861344187482	0.49495808612466413	-0.37916420661411915	319.1775817871094	C(C(C(C(C(=O)[O-])O)O)O)O	D-Ribonate	25	66	6	-0.5472091713643283	0.21113701958539516	0.21113701958539516	0.5472091713643283	165.12100000000007	6	4	8	368.73729461102585	-0.6900000000000002	75.32312588045909	0	0	0	0	6	4	0	121.05000000000001	0	0	0	0	0	0	0	0	0	0.8	0.9240758209666318	0.251844655128941	0.003135708105929568	0.38220920593942487	0.8829153596792825	0.517585079221138	2.2478692284917745	-4.188699999999999	30.113199999999985	11	248.506	-1	198.41583325741448	3	0	1	1	4	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	271.599	23.093	0.915
1670	0.07883583313088773	-0.6020458775969831	1.3603498011108897	0.3760494494627562	0.6511543680122014	-1.0993672638831289	1.0167532199415545	0.30320108800332285	-1.537220953768134	0.5732800118068289	0.18876760116733574	0.21655898749381322	318.6222229003906	C(C(C(C(C(=O)[O-])O)O)O)O	D-Ribonate	25	66	6	-0.5472091713643283	0.21113701958539516	0.21113701958539516	0.5472091713643283	165.12100000000007	6	4	8	368.73729461102585	-0.6900000000000002	75.32312588045909	0	0	0	0	6	4	0	121.05000000000001	0	0	0	0	0	0	0	0	0	0.8	0.9240758209666318	0.251844655128941	0.003135708105929568	0.38220920593942487	0.8829153596792825	0.517585079221138	2.2478692284917745	-4.188699999999999	30.113199999999985	11	247.070	-1	198.41583325741448	3	0	1	1	4	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	270.032	22.963	0.915
1671	-0.6122980055782828	-2.2980712287421228	0.9296745635514121	-0.9550062912621046	0.27442050871737905	-0.0485966086708604	-0.44409854367591933	0.22286942592311645	0.2205830111199607	-0.09225335859228949	-0.42485561574982555	-0.05961680767072253	353.4024658203125	C(C(C1C(C(C(=O)O1)O)O)O)O	L-Galactono-1,4-lactone	25	70	6	-0.4546154014456584	0.33783133635120566	0.33783133635120566	0.4546154014456584	178.14000000000007	6	4	6	465.18792903117605	-0.6900000000000002	82.40651881880511	1	0	0	1	6	4	0	107.22000000000001	1	0	1	0	0	0	0	1	1	0.8333333333333334	0.8920836308839197	0.18198251040869365	0.002251221998412922	0.4518703304145589	0.8573672149467381	0.5316415452353539	2.3372541740635335	-3.0131999999999985	34.98619999999999	12	280.135	0	207.48563015210993	4	0	1	1	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	305.347	25.212	0.917
